event_id,trip_id,airport,gate,delay_minutes,event_type,event_timestamp
e00339,t0110,ORD,,,checkin_prompt_shown,2026-08-20 02:57:05.216664
e00340,t0111,DIA,,,checkin_prompt_shown,2026-08-08 08:42:50.451133
e00341,t0111,DIA,,,flight_opted_in,2026-08-08 08:44:07.451133
e00342,t0111,DIA,C7,75.0,delay_detected,2026-08-08 18:18:49.453032
e00343,t0111,DIA,C7,75.0,options_prompt_shown,2026-08-08 18:19:05.453032
e00344,t0111,DIA,C7,75.0,options_prompt_engaged,2026-08-08 18:19:27.453032
e00345,t0111,DIA,C7,75.0,gate_entered,2026-08-08 18:20:51.453032
e00346,t0111,DIA,C7,75.0,venue_selected,2026-08-08 18:21:17.453032
e00347,t0111,DIA,C7,75.0,directions_viewed,2026-08-08 18:21:26.453032
e00348,t0112,ORD,,,checkin_prompt_shown,2026-08-04 02:35:28.952642
e00349,t0113,DIA,,,checkin_prompt_shown,2026-08-11 13:27:21.521147
e00350,t0114,ORD,,,checkin_prompt_shown,2026-08-21 16:10:24.069860
e00351,t0114,ORD,,,flight_opted_in,2026-08-21 16:11:06.069860
e00352,t0114,ORD,B20,60.0,delay_detected,2026-08-21 19:55:37.206720
e00353,t0115,SEA,,,checkin_prompt_shown,2026-08-03 02:39:35.562957
e00354,t0115,SEA,,,flight_opted_in,2026-08-03 02:40:02.562957
e00355,t0115,SEA,A4,90.0,delay_detected,2026-08-03 17:32:14.456061
e00356,t0115,SEA,A4,90.0,options_prompt_shown,2026-08-03 17:33:04.456061
e00357,t0116,ORD,,,checkin_prompt_shown,2026-08-08 14:53:56.069750
e00358,t0116,ORD,,,flight_opted_in,2026-08-08 14:54:27.069750
e00359,t0116,ORD,B27,75.0,delay_detected,2026-08-08 16:47:13.010273
e00360,t0116,ORD,B27,75.0,options_prompt_shown,2026-08-08 16:47:38.010273
e00361,t0117,ATL,,,checkin_prompt_shown,2026-08-08 03:26:36.536607
e00362,t0117,ATL,,,flight_opted_in,2026-08-08 03:26:45.536607
e00363,t0117,ATL,D3,180.0,delay_detected,2026-08-08 15:50:43.305798
e00364,t0117,ATL,D3,180.0,options_prompt_shown,2026-08-08 15:51:38.305798
e00365,t0118,SEA,,,checkin_prompt_shown,2026-08-12 20:42:33.307182
e00366,t0118,SEA,,,flight_opted_in,2026-08-12 20:42:58.307182
e00367,t0118,SEA,D10,90.0,delay_detected,2026-08-13 13:42:37.914675
e00368,t0118,SEA,D10,90.0,options_prompt_shown,2026-08-13 13:43:08.914675
e00369,t0119,ATL,,,checkin_prompt_shown,2026-08-20 21:53:17.165615
e00370,t0119,ATL,,,flight_opted_in,2026-08-20 21:54:15.165615
e00371,t0120,ATL,,,checkin_prompt_shown,2026-08-10 07:28:02.917412
e00372,t0121,ORD,,,checkin_prompt_shown,2026-08-11 12:36:27.712244
e00373,t0122,LAX,,,checkin_prompt_shown,2026-08-03 08:43:29.794835
e00374,t0122,LAX,,,flight_opted_in,2026-08-03 08:44:20.794835
e00375,t0122,LAX,B1,90.0,delay_detected,2026-08-04 03:31:09.706542
e00376,t0122,LAX,B1,90.0,options_prompt_shown,2026-08-04 03:31:23.706542
e00377,t0123,LAX,,,checkin_prompt_shown,2026-08-14 16:08:12.288076
e00378,t0124,SEA,,,checkin_prompt_shown,2026-08-08 22:07:13.640979
e00379,t0124,SEA,,,flight_opted_in,2026-08-08 22:08:24.640979
e00380,t0124,SEA,A13,60.0,delay_detected,2026-08-09 20:25:36.023584
e00381,t0124,SEA,A13,60.0,options_prompt_shown,2026-08-09 20:26:32.023584
e00382,t0125,ORD,,,checkin_prompt_shown,2026-08-19 11:14:19.561167
e00383,t0126,LAX,,,checkin_prompt_shown,2026-08-14 14:32:55.043784
e00384,t0127,LAX,,,checkin_prompt_shown,2026-08-16 14:04:15.838476
e00385,t0127,LAX,,,flight_opted_in,2026-08-16 14:04:40.838476
e00386,t0127,LAX,B20,150.0,delay_detected,2026-08-17 09:09:07.195824
e00387,t0127,LAX,B20,150.0,options_prompt_shown,2026-08-17 09:10:06.195824
e00388,t0127,LAX,B20,150.0,options_prompt_engaged,2026-08-17 09:11:09.195824
e00389,t0127,LAX,B20,150.0,gate_entered,2026-08-17 09:11:46.195824
e00390,t0127,LAX,B20,150.0,venue_selected,2026-08-17 09:14:08.195824
e00391,t0127,LAX,B20,150.0,directions_viewed,2026-08-17 09:14:21.195824
e00392,t0128,ORD,,,checkin_prompt_shown,2026-08-19 16:17:47.814483
e00393,t0129,DIA,,,checkin_prompt_shown,2026-08-20 04:12:45.721254
e00394,t0130,DIA,,,checkin_prompt_shown,2026-08-08 21:01:46.251207
e00395,t0130,DIA,,,flight_opted_in,2026-08-08 21:03:07.251207
e00396,t0130,DIA,C21,90.0,delay_detected,2026-08-09 10:42:11.543313
e00397,t0130,DIA,C21,90.0,options_prompt_shown,2026-08-09 10:42:53.543313
e00398,t0130,DIA,C21,90.0,options_prompt_engaged,2026-08-09 10:43:45.543313
e00399,t0130,DIA,C21,90.0,gate_entered,2026-08-09 10:44:52.543313
e00400,t0130,DIA,C21,90.0,venue_selected,2026-08-09 10:45:47.543313
e00401,t0130,DIA,C21,90.0,directions_viewed,2026-08-09 10:46:04.543313
e00402,t0131,LAX,,,checkin_prompt_shown,2026-08-18 17:19:32.032826
e00403,t0132,ORD,,,checkin_prompt_shown,2026-08-10 15:27:09.736251
e00404,t0132,ORD,,,flight_opted_in,2026-08-10 15:27:30.736251
e00405,t0132,ORD,A26,75.0,delay_detected,2026-08-11 02:21:44.334010
e00406,t0132,ORD,A26,75.0,options_prompt_shown,2026-08-11 02:22:21.334010
e00407,t0133,DIA,,,checkin_prompt_shown,2026-08-03 17:16:28.158715
e00408,t0134,ATL,,,checkin_prompt_shown,2026-08-12 23:39:47.757860
e00409,t0134,ATL,,,flight_opted_in,2026-08-12 23:40:56.757860
e00410,t0134,ATL,B1,90.0,delay_detected,2026-08-13 15:41:44.098202
e00411,t0134,ATL,B1,90.0,options_prompt_shown,2026-08-13 15:42:28.098202
e00412,t0135,DIA,,,checkin_prompt_shown,2026-08-20 09:38:56.310996
e00413,t0135,DIA,,,flight_opted_in,2026-08-20 09:39:22.310996
e00414,t0135,DIA,B3,150.0,delay_detected,2026-08-21 04:47:20.301043
e00415,t0135,DIA,B3,150.0,options_prompt_shown,2026-08-21 04:48:04.301043
e00416,t0136,ORD,,,checkin_prompt_shown,2026-08-14 17:46:19.690294
e00417,t0136,ORD,,,flight_opted_in,2026-08-14 17:47:22.690294
e00418,t0136,ORD,D7,60.0,delay_detected,2026-08-15 00:38:07.254121
e00419,t0136,ORD,D7,60.0,options_prompt_shown,2026-08-15 00:38:51.254121
e00420,t0137,ATL,,,checkin_prompt_shown,2026-08-05 21:56:03.864350
e00421,t0137,ATL,,,flight_opted_in,2026-08-05 21:56:28.864350
e00422,t0137,ATL,C29,150.0,delay_detected,2026-08-06 20:28:43.095752
e00423,t0137,ATL,C29,150.0,options_prompt_shown,2026-08-06 20:29:38.095752
e00424,t0138,DIA,,,checkin_prompt_shown,2026-08-03 02:26:18.158911
e00425,t0138,DIA,,,flight_opted_in,2026-08-03 02:27:09.158911
e00426,t0138,DIA,A9,180.0,delay_detected,2026-08-03 13:52:20.754354
e00427,t0139,LAX,,,checkin_prompt_shown,2026-08-09 23:42:36.557692
e00428,t0139,LAX,,,flight_opted_in,2026-08-09 23:43:28.557692
e00429,t0139,LAX,C25,120.0,delay_detected,2026-08-10 04:05:13.540469
e00430,t0139,LAX,C25,120.0,options_prompt_shown,2026-08-10 04:05:32.540469
e00431,t0139,LAX,C25,120.0,options_prompt_engaged,2026-08-10 04:07:10.540469
e00432,t0140,ATL,,,checkin_prompt_shown,2026-08-07 12:40:32.819270
e00433,t0140,ATL,,,flight_opted_in,2026-08-07 12:41:51.819270
e00434,t0140,ATL,A24,150.0,delay_detected,2026-08-08 10:17:57.682026
e00435,t0140,ATL,A24,150.0,options_prompt_shown,2026-08-08 10:18:11.682026
e00436,t0140,ATL,A24,150.0,options_prompt_engaged,2026-08-08 10:19:34.682026
e00437,t0140,ATL,A24,150.0,gate_entered,2026-08-08 10:20:49.682026
e00438,t0140,ATL,A24,150.0,venue_selected,2026-08-08 10:21:11.682026
e00439,t0140,ATL,A24,150.0,directions_viewed,2026-08-08 10:21:20.682026
e00440,t0141,DIA,,,checkin_prompt_shown,2026-08-01 09:32:05.814735
e00441,t0141,DIA,,,flight_opted_in,2026-08-01 09:32:48.814735
e00442,t0142,SEA,,,checkin_prompt_shown,2026-08-13 23:22:55.974349
e00443,t0142,SEA,,,flight_opted_in,2026-08-13 23:23:17.974349
e00444,t0142,SEA,D6,60.0,delay_detected,2026-08-14 08:48:42.193490
e00445,t0142,SEA,D6,60.0,options_prompt_shown,2026-08-14 08:49:38.193490
e00446,t0142,SEA,D6,60.0,options_prompt_engaged,2026-08-14 08:50:00.193490
e00447,t0142,SEA,D6,60.0,gate_entered,2026-08-14 08:50:18.193490
e00448,t0142,SEA,D6,60.0,venue_selected,2026-08-14 08:53:18.193490
e00449,t0142,SEA,D6,60.0,directions_viewed,2026-08-14 08:53:32.193490
e00450,t0143,DIA,,,checkin_prompt_shown,2026-08-18 21:20:49.680648
e00451,t0143,DIA,,,flight_opted_in,2026-08-18 21:21:38.680648
e00452,t0143,DIA,D20,120.0,delay_detected,2026-08-19 13:12:34.700183
e00453,t0144,LAX,,,checkin_prompt_shown,2026-08-20 19:57:50.142352
e00454,t0144,LAX,,,flight_opted_in,2026-08-20 19:58:02.142352
e00455,t0144,LAX,B8,120.0,delay_detected,2026-08-20 21:32:50.792227
e00456,t0144,LAX,B8,120.0,options_prompt_shown,2026-08-20 21:33:44.792227
e00457,t0144,LAX,B8,120.0,options_prompt_engaged,2026-08-20 21:35:05.792227
e00458,t0144,LAX,B8,120.0,gate_entered,2026-08-20 21:35:40.792227
e00459,t0144,LAX,B8,120.0,venue_selected,2026-08-20 21:36:41.792227
e00460,t0144,LAX,B8,120.0,directions_viewed,2026-08-20 21:36:59.792227
e00461,t0145,LAX,,,checkin_prompt_shown,2026-08-05 20:31:16.101531
e00462,t0145,LAX,,,flight_opted_in,2026-08-05 20:31:29.101531
e00463,t0145,LAX,D23,75.0,delay_detected,2026-08-06 11:55:18.905406
e00464,t0145,LAX,D23,75.0,options_prompt_shown,2026-08-06 11:55:47.905406
e00465,t0146,LAX,,,checkin_prompt_shown,2026-08-15 08:55:53.347111
e00466,t0146,LAX,,,flight_opted_in,2026-08-15 08:56:26.347111
e00467,t0147,DIA,,,checkin_prompt_shown,2026-08-20 10:57:30.228025
e00468,t0148,ATL,,,checkin_prompt_shown,2026-08-07 17:04:49.517246
e00469,t0148,ATL,,,flight_opted_in,2026-08-07 17:05:49.517246
e00470,t0148,ATL,C10,150.0,delay_detected,2026-08-08 12:13:53.178650
e00471,t0148,ATL,C10,150.0,options_prompt_shown,2026-08-08 12:14:11.178650
e00472,t0148,ATL,C10,150.0,options_prompt_engaged,2026-08-08 12:15:18.178650
e00473,t0148,ATL,C10,150.0,gate_entered,2026-08-08 12:16:01.178650
e00474,t0149,ORD,,,checkin_prompt_shown,2026-08-18 04:40:21.898158
e00475,t0150,ORD,,,checkin_prompt_shown,2026-08-09 05:07:26.238506
e00476,t0150,ORD,,,flight_opted_in,2026-08-09 05:08:19.238506
e00477,t0150,ORD,D16,180.0,delay_detected,2026-08-09 20:38:40.870849
e00478,t0150,ORD,D16,180.0,options_prompt_shown,2026-08-09 20:39:29.870849
e00479,t0150,ORD,D16,180.0,options_prompt_engaged,2026-08-09 20:39:35.870849
e00480,t0150,ORD,D16,180.0,gate_entered,2026-08-09 20:40:14.870849
e00481,t0150,ORD,D16,180.0,venue_selected,2026-08-09 20:41:42.870849
e00482,t0150,ORD,D16,180.0,directions_viewed,2026-08-09 20:41:56.870849
e00483,t0151,DIA,,,checkin_prompt_shown,2026-08-05 12:33:53.675279
e00484,t0151,DIA,,,flight_opted_in,2026-08-05 12:34:01.675279
e00485,t0152,ORD,,,checkin_prompt_shown,2026-08-04 16:16:36.222195
e00486,t0153,DIA,,,checkin_prompt_shown,2026-08-16 02:59:58.511570
e00487,t0153,DIA,,,flight_opted_in,2026-08-16 03:00:08.511570
e00488,t0153,DIA,A3,150.0,delay_detected,2026-08-16 05:33:44.644481
e00489,t0153,DIA,A3,150.0,options_prompt_shown,2026-08-16 05:34:37.644481
e00490,t0153,DIA,A3,150.0,options_prompt_engaged,2026-08-16 05:36:24.644481
e00491,t0154,SEA,,,checkin_prompt_shown,2026-08-03 14:23:26.610702
e00492,t0155,LAX,,,checkin_prompt_shown,2026-08-05 19:34:14.812805
e00493,t0155,LAX,,,flight_opted_in,2026-08-05 19:34:23.812805
e00494,t0156,DIA,,,checkin_prompt_shown,2026-08-15 14:48:05.207231
e00495,t0156,DIA,,,flight_opted_in,2026-08-15 14:49:11.207231
e00496,t0157,ORD,,,checkin_prompt_shown,2026-08-08 19:04:01.291943
e00497,t0157,ORD,,,flight_opted_in,2026-08-08 19:04:08.291943
e00498,t0157,ORD,C2,75.0,delay_detected,2026-08-09 01:58:23.239577
e00499,t0157,ORD,C2,75.0,options_prompt_shown,2026-08-09 01:58:51.239577
e00500,t0158,SEA,,,checkin_prompt_shown,2026-08-19 23:05:22.904369
e00501,t0158,SEA,,,flight_opted_in,2026-08-19 23:05:30.904369
e00502,t0158,SEA,D17,180.0,delay_detected,2026-08-20 09:35:20.757967
e00503,t0158,SEA,D17,180.0,options_prompt_shown,2026-08-20 09:35:47.757967
e00504,t0159,DIA,,,checkin_prompt_shown,2026-08-06 10:54:32.879011
e00505,t0160,DIA,,,checkin_prompt_shown,2026-08-08 00:47:20.334776
e00506,t0160,DIA,,,flight_opted_in,2026-08-08 00:47:25.334776
e00507,t0160,DIA,A1,120.0,delay_detected,2026-08-08 06:26:13.846725
e00508,t0160,DIA,A1,120.0,options_prompt_shown,2026-08-08 06:26:24.846725
e00509,t0161,ORD,,,checkin_prompt_shown,2026-08-14 22:12:42.294849
e00510,t0161,ORD,,,flight_opted_in,2026-08-14 22:13:52.294849
e00511,t0161,ORD,B10,75.0,delay_detected,2026-08-15 12:31:31.306920
e00512,t0161,ORD,B10,75.0,options_prompt_shown,2026-08-15 12:32:20.306920
e00513,t0161,ORD,B10,75.0,options_prompt_engaged,2026-08-15 12:32:44.306920
e00514,t0161,ORD,B10,75.0,gate_entered,2026-08-15 12:33:04.306920
e00515,t0161,ORD,B10,75.0,venue_selected,2026-08-15 12:35:37.306920
e00516,t0161,ORD,B10,75.0,directions_viewed,2026-08-15 12:35:49.306920
e00517,t0162,LAX,,,checkin_prompt_shown,2026-08-21 06:17:02.796503
e00518,t0163,DIA,,,checkin_prompt_shown,2026-08-15 12:07:52.031593
e00519,t0163,DIA,,,flight_opted_in,2026-08-15 12:08:23.031593
e00520,t0163,DIA,B13,75.0,delay_detected,2026-08-15 19:11:35.612453
e00521,t0164,ORD,,,checkin_prompt_shown,2026-08-04 22:39:14.695498
e00522,t0164,ORD,,,flight_opted_in,2026-08-04 22:40:36.695498
e00523,t0164,ORD,C17,150.0,delay_detected,2026-08-05 00:27:22.299861
e00524,t0164,ORD,C17,150.0,options_prompt_shown,2026-08-05 00:28:20.299861
e00525,t0165,SEA,,,checkin_prompt_shown,2026-08-05 15:48:27.698673
e00526,t0165,SEA,,,flight_opted_in,2026-08-05 15:49:04.698673
e00527,t0165,SEA,C15,120.0,delay_detected,2026-08-05 22:07:53.523956
e00528,t0165,SEA,C15,120.0,options_prompt_shown,2026-08-05 22:08:42.523956
e00529,t0165,SEA,C15,120.0,options_prompt_engaged,2026-08-05 22:09:09.523956
e00530,t0165,SEA,C15,120.0,gate_entered,2026-08-05 22:10:38.523956
e00531,t0165,SEA,C15,120.0,venue_selected,2026-08-05 22:11:27.523956
e00532,t0166,ATL,,,checkin_prompt_shown,2026-08-09 08:28:10.136626
e00533,t0166,ATL,,,flight_opted_in,2026-08-09 08:28:56.136626
e00534,t0166,ATL,A6,60.0,delay_detected,2026-08-09 15:25:55.516817
e00535,t0167,DIA,,,checkin_prompt_shown,2026-08-04 17:41:25.328898
e00536,t0168,ATL,,,checkin_prompt_shown,2026-08-11 07:35:56.480361
e00537,t0168,ATL,,,flight_opted_in,2026-08-11 07:36:14.480361
e00538,t0168,ATL,C7,150.0,delay_detected,2026-08-12 05:33:58.607523
e00539,t0168,ATL,C7,150.0,options_prompt_shown,2026-08-12 05:34:32.607523
e00540,t0168,ATL,C7,150.0,options_prompt_engaged,2026-08-12 05:35:26.607523
e00541,t0169,LAX,,,checkin_prompt_shown,2026-08-12 16:38:33.159943
e00542,t0170,ATL,,,checkin_prompt_shown,2026-08-04 19:07:07.326980
e00543,t0170,ATL,,,flight_opted_in,2026-08-04 19:08:03.326980
e00544,t0171,LAX,,,checkin_prompt_shown,2026-08-14 12:49:40.389702
e00545,t0172,LAX,,,checkin_prompt_shown,2026-08-16 09:18:13.842749
e00546,t0173,SEA,,,checkin_prompt_shown,2026-08-16 15:27:31.160507
e00547,t0173,SEA,,,flight_opted_in,2026-08-16 15:27:51.160507
e00548,t0173,SEA,C21,90.0,delay_detected,2026-08-17 02:24:44.549146
e00549,t0173,SEA,C21,90.0,options_prompt_shown,2026-08-17 02:25:15.549146
e00550,t0173,SEA,C21,90.0,options_prompt_engaged,2026-08-17 02:26:09.549146
e00551,t0173,SEA,C21,90.0,gate_entered,2026-08-17 02:27:39.549146
e00552,t0173,SEA,C21,90.0,venue_selected,2026-08-17 02:29:37.549146
e00553,t0173,SEA,C21,90.0,directions_viewed,2026-08-17 02:29:39.549146
e00554,t0174,LAX,,,checkin_prompt_shown,2026-08-15 22:26:16.995784
e00555,t0175,ORD,,,checkin_prompt_shown,2026-08-09 04:28:04.317819
e00556,t0176,LAX,,,checkin_prompt_shown,2026-08-21 11:57:53.691016
e00557,t0177,DIA,,,checkin_prompt_shown,2026-08-06 05:01:45.676381
e00558,t0177,DIA,,,flight_opted_in,2026-08-06 05:02:15.676381
e00559,t0177,DIA,D18,120.0,delay_detected,2026-08-06 14:02:47.256504
e00560,t0177,DIA,D18,120.0,options_prompt_shown,2026-08-06 14:03:22.256504
e00561,t0178,ATL,,,checkin_prompt_shown,2026-08-10 14:31:13.866540
e00562,t0179,LAX,,,checkin_prompt_shown,2026-08-16 03:02:31.725477
e00563,t0179,LAX,,,flight_opted_in,2026-08-16 03:03:41.725477
e00564,t0179,LAX,C21,180.0,delay_detected,2026-08-17 01:30:48.624902
e00565,t0179,LAX,C21,180.0,options_prompt_shown,2026-08-17 01:31:10.624902
e00566,t0180,DIA,,,checkin_prompt_shown,2026-08-10 06:19:09.840523
e00567,t0181,ATL,,,checkin_prompt_shown,2026-08-04 04:55:27.141837
e00568,t0181,ATL,,,flight_opted_in,2026-08-04 04:56:23.141837
e00569,t0181,ATL,D15,120.0,delay_detected,2026-08-05 04:17:03.432811
e00570,t0181,ATL,D15,120.0,options_prompt_shown,2026-08-05 04:17:16.432811
e00571,t0182,DIA,,,checkin_prompt_shown,2026-08-15 15:25:47.056402
e00572,t0182,DIA,,,flight_opted_in,2026-08-15 15:27:14.056402
e00573,t0182,DIA,B12,120.0,delay_detected,2026-08-16 09:01:48.409160
e00574,t0182,DIA,B12,120.0,options_prompt_shown,2026-08-16 09:02:46.409160
e00575,t0183,LAX,,,checkin_prompt_shown,2026-08-08 01:14:03.916294
e00576,t0184,ORD,,,checkin_prompt_shown,2026-08-12 02:42:58.753960
e00577,t0184,ORD,,,flight_opted_in,2026-08-12 02:43:32.753960
e00578,t0184,ORD,C14,75.0,delay_detected,2026-08-12 19:55:20.540684
e00579,t0184,ORD,C14,75.0,options_prompt_shown,2026-08-12 19:55:55.540684
e00580,t0184,ORD,C14,75.0,options_prompt_engaged,2026-08-12 19:57:30.540684
e00581,t0185,ATL,,,checkin_prompt_shown,2026-08-07 23:52:45.168421
e00582,t0185,ATL,,,flight_opted_in,2026-08-07 23:53:52.168421
e00583,t0185,ATL,A22,90.0,delay_detected,2026-08-08 15:14:06.701970
e00584,t0185,ATL,A22,90.0,options_prompt_shown,2026-08-08 15:14:20.701970
e00585,t0186,LAX,,,checkin_prompt_shown,2026-08-19 00:22:10.232174
e00586,t0186,LAX,,,flight_opted_in,2026-08-19 00:22:56.232174
e00587,t0186,LAX,C21,180.0,delay_detected,2026-08-19 23:03:44.563217
e00588,t0186,LAX,C21,180.0,options_prompt_shown,2026-08-19 23:04:31.563217
e00589,t0186,LAX,C21,180.0,options_prompt_engaged,2026-08-19 23:04:43.563217
e00590,t0186,LAX,C21,180.0,gate_entered,2026-08-19 23:05:25.563217
e00591,t0186,LAX,C21,180.0,venue_selected,2026-08-19 23:08:03.563217
e00592,t0186,LAX,C21,180.0,directions_viewed,2026-08-19 23:08:12.563217
e00593,t0187,LAX,,,checkin_prompt_shown,2026-08-04 22:18:52.768183
e00594,t0187,LAX,,,flight_opted_in,2026-08-04 22:19:48.768183
e00595,t0187,LAX,A22,180.0,delay_detected,2026-08-05 11:37:27.166811
e00596,t0187,LAX,A22,180.0,options_prompt_shown,2026-08-05 11:38:07.166811
e00597,t0188,ATL,,,checkin_prompt_shown,2026-08-16 06:44:12.812108
e00598,t0188,ATL,,,flight_opted_in,2026-08-16 06:44:27.812108
e00599,t0188,ATL,A18,150.0,delay_detected,2026-08-17 03:02:40.132988
e00600,t0188,ATL,A18,150.0,options_prompt_shown,2026-08-17 03:03:11.132988
e00601,t0188,ATL,A18,150.0,options_prompt_engaged,2026-08-17 03:03:31.132988
e00602,t0188,ATL,A18,150.0,gate_entered,2026-08-17 03:04:52.132988
e00603,t0188,ATL,A18,150.0,venue_selected,2026-08-17 03:07:01.132988
e00604,t0189,LAX,,,checkin_prompt_shown,2026-08-05 01:55:03.355299
e00605,t0189,LAX,,,flight_opted_in,2026-08-05 01:55:08.355299
e00606,t0189,LAX,D23,60.0,delay_detected,2026-08-05 22:15:23.905344
e00607,t0189,LAX,D23,60.0,options_prompt_shown,2026-08-05 22:16:10.905344
e00608,t0189,LAX,D23,60.0,options_prompt_engaged,2026-08-05 22:17:12.905344
e00609,t0189,LAX,D23,60.0,gate_entered,2026-08-05 22:18:15.905344
e00610,t0190,DIA,,,checkin_prompt_shown,2026-08-09 04:19:56.839409
e00611,t0190,DIA,,,flight_opted_in,2026-08-09 04:20:04.839409
e00612,t0191,ATL,,,checkin_prompt_shown,2026-08-04 03:24:23.004029
e00613,t0191,ATL,,,flight_opted_in,2026-08-04 03:25:30.004029
e00614,t0191,ATL,A7,180.0,delay_detected,2026-08-05 01:04:08.117743
e00615,t0191,ATL,A7,180.0,options_prompt_shown,2026-08-05 01:04:53.117743
e00616,t0191,ATL,A7,180.0,options_prompt_engaged,2026-08-05 01:05:08.117743
e00617,t0192,ATL,,,checkin_prompt_shown,2026-08-18 06:11:29.305492
e00618,t0192,ATL,,,flight_opted_in,2026-08-18 06:12:00.305492
e00619,t0192,ATL,D9,75.0,delay_detected,2026-08-18 17:12:33.998808
e00620,t0192,ATL,D9,75.0,options_prompt_shown,2026-08-18 17:13:30.998808
e00621,t0192,ATL,D9,75.0,options_prompt_engaged,2026-08-18 17:14:18.998808
e00622,t0193,LAX,,,checkin_prompt_shown,2026-08-07 11:00:33.567205
e00623,t0194,ATL,,,checkin_prompt_shown,2026-08-16 06:23:59.615953
e00624,t0194,ATL,,,flight_opted_in,2026-08-16 06:24:19.615953
e00625,t0194,ATL,C5,75.0,delay_detected,2026-08-16 11:49:42.780957
e00626,t0194,ATL,C5,75.0,options_prompt_shown,2026-08-16 11:50:27.780957
e00627,t0194,ATL,C5,75.0,options_prompt_engaged,2026-08-16 11:50:35.780957
e00628,t0194,ATL,C5,75.0,gate_entered,2026-08-16 11:51:55.780957
e00629,t0195,SEA,,,checkin_prompt_shown,2026-08-10 09:46:37.406491
e00630,t0195,SEA,,,flight_opted_in,2026-08-10 09:46:42.406491
e00631,t0196,LAX,,,checkin_prompt_shown,2026-08-15 22:36:30.437429
e00632,t0196,LAX,,,flight_opted_in,2026-08-15 22:37:39.437429
e00633,t0196,LAX,B21,120.0,delay_detected,2026-08-16 13:41:51.517726
e00634,t0196,LAX,B21,120.0,options_prompt_shown,2026-08-16 13:42:40.517726
e00635,t0197,DIA,,,checkin_prompt_shown,2026-08-15 18:06:00.120274
e00636,t0197,DIA,,,flight_opted_in,2026-08-15 18:07:25.120274
e00637,t0197,DIA,B28,180.0,delay_detected,2026-08-15 23:07:24.398822
e00638,t0197,DIA,B28,180.0,options_prompt_shown,2026-08-15 23:08:18.398822
e00639,t0197,DIA,B28,180.0,options_prompt_engaged,2026-08-15 23:09:44.398822
e00640,t0197,DIA,B28,180.0,gate_entered,2026-08-15 23:10:11.398822
e00641,t0198,SEA,,,checkin_prompt_shown,2026-08-20 10:02:35.471515
e00642,t0198,SEA,,,flight_opted_in,2026-08-20 10:03:33.471515
e00643,t0199,LAX,,,checkin_prompt_shown,2026-08-14 05:35:31.142290
e00644,t0200,DIA,,,checkin_prompt_shown,2026-08-12 22:56:46.902559
e00645,t0200,DIA,,,flight_opted_in,2026-08-12 22:57:06.902559
e00646,t0200,DIA,D15,180.0,delay_detected,2026-08-13 18:35:22.377017
e00647,t0200,DIA,D15,180.0,options_prompt_shown,2026-08-13 18:36:10.377017
e00648,t0200,DIA,D15,180.0,options_prompt_engaged,2026-08-13 18:37:28.377017
e00649,t0201,ORD,,,checkin_prompt_shown,2026-08-10 14:24:38.742881
e00650,t0201,ORD,,,flight_opted_in,2026-08-10 14:24:53.742881
e00651,t0201,ORD,B21,150.0,delay_detected,2026-08-11 02:16:31.283537
e00652,t0201,ORD,B21,150.0,options_prompt_shown,2026-08-11 02:16:36.283537
e00653,t0201,ORD,B21,150.0,options_prompt_engaged,2026-08-11 02:18:04.283537
e00654,t0201,ORD,B21,150.0,gate_entered,2026-08-11 02:18:25.283537
e00655,t0201,ORD,B21,150.0,venue_selected,2026-08-11 02:19:06.283537
e00656,t0201,ORD,B21,150.0,directions_viewed,2026-08-11 02:19:08.283537
e00657,t0202,SEA,,,checkin_prompt_shown,2026-08-17 04:48:52.161145
e00658,t0203,DIA,,,checkin_prompt_shown,2026-08-17 14:46:51.486409
e00659,t0204,ORD,,,checkin_prompt_shown,2026-08-03 20:30:47.961390
e00660,t0204,ORD,,,flight_opted_in,2026-08-03 20:32:03.961390
e00661,t0204,ORD,C30,150.0,delay_detected,2026-08-04 08:59:26.374358
e00662,t0205,DIA,,,checkin_prompt_shown,2026-08-01 15:16:25.043660
e00663,t0206,SEA,,,checkin_prompt_shown,2026-08-08 00:54:44.401453
e00664,t0206,SEA,,,flight_opted_in,2026-08-08 00:56:05.401453
e00665,t0206,SEA,D20,60.0,delay_detected,2026-08-08 23:57:42.895293
e00666,t0206,SEA,D20,60.0,options_prompt_shown,2026-08-08 23:58:10.895293
e00667,t0207,LAX,,,checkin_prompt_shown,2026-08-05 08:16:30.896422
e00668,t0207,LAX,,,flight_opted_in,2026-08-05 08:16:49.896422
e00669,t0207,LAX,B21,75.0,delay_detected,2026-08-06 07:13:12.200690
e00670,t0207,LAX,B21,75.0,options_prompt_shown,2026-08-06 07:13:47.200690
e00671,t0208,LAX,,,checkin_prompt_shown,2026-08-18 23:40:41.255840
e00672,t0209,ATL,,,checkin_prompt_shown,2026-08-02 22:01:02.348451
e00673,t0209,ATL,,,flight_opted_in,2026-08-02 22:02:30.348451
e00674,t0209,ATL,C28,150.0,delay_detected,2026-08-03 17:29:10.582567
e00675,t0209,ATL,C28,150.0,options_prompt_shown,2026-08-03 17:29:15.582567
e00676,t0210,SEA,,,checkin_prompt_shown,2026-08-14 14:58:58.797124
e00677,t0210,SEA,,,flight_opted_in,2026-08-14 14:59:34.797124
