event_id,session_id,airport,gate,delay_minutes,event_type,event_timestamp
e00366,s0146,SEA,A20,150,venue_selected,2026-08-18 22:47:32
e00367,s0146,SEA,A20,150,directions_viewed,2026-08-18 22:47:39
e00368,s0147,SEA,D3,60,delay_detected,2026-08-17 01:40:00
e00369,s0148,DIA,B13,90,delay_detected,2026-08-10 22:21:00
e00370,s0148,DIA,B13,90,options_prompt_shown,2026-08-10 22:21:24
e00371,s0151,LAX,D20,90,delay_detected,2026-08-10 02:17:00
e00372,s0151,LAX,D20,90,options_prompt_shown,2026-08-10 02:17:37
e00373,s0151,LAX,D20,90,options_prompt_engaged,2026-08-10 02:18:35
e00374,s0151,LAX,D20,90,venue_selected,2026-08-10 02:21:16
e00375,s0151,LAX,D20,90,directions_viewed,2026-08-10 02:21:27
e00376,s0151,LAX,D20,90,survey_response:5,2026-08-10 02:51:27
e00377,s0152,SEA,A1,60,delay_detected,2026-08-07 16:13:00
e00378,s0152,SEA,A1,60,options_prompt_shown,2026-08-07 16:13:53
e00379,s0152,SEA,A1,60,options_prompt_engaged,2026-08-07 16:14:37
e00380,s0152,SEA,A1,60,venue_selected,2026-08-07 16:16:54
e00381,s0152,SEA,A1,60,directions_viewed,2026-08-07 16:17:01
e00382,s0153,SEA,B17,120,delay_detected,2026-08-19 00:42:00
e00383,s0153,SEA,B17,120,options_prompt_shown,2026-08-19 00:42:09
e00384,s0153,SEA,B17,120,options_prompt_engaged,2026-08-19 00:43:46
e00385,s0153,SEA,B17,120,venue_selected,2026-08-19 00:44:00
e00386,s0153,SEA,B17,120,directions_viewed,2026-08-19 00:44:04
e00387,s0154,SEA,D19,90,delay_detected,2026-08-16 09:40:00
e00388,s0154,SEA,D19,90,options_prompt_shown,2026-08-16 09:40:12
e00389,s0154,SEA,D19,90,options_prompt_engaged,2026-08-16 09:40:56
e00390,s0154,SEA,D19,90,venue_selected,2026-08-16 09:43:44
e00391,s0154,SEA,D19,90,directions_viewed,2026-08-16 09:43:57
e00392,s0154,SEA,D19,90,survey_response:5,2026-08-16 09:54:57
e00393,s0155,ORD,D19,90,delay_detected,2026-08-12 10:05:00
e00394,s0155,ORD,D19,90,options_prompt_shown,2026-08-12 10:05:24
e00395,s0155,ORD,D19,90,options_prompt_dismissed,2026-08-12 10:05:48
e00396,s0156,DIA,A17,120,delay_detected,2026-08-05 09:57:00
e00397,s0156,DIA,A17,120,options_prompt_shown,2026-08-05 09:57:27
e00398,s0157,ORD,B4,60,delay_detected,2026-08-06 17:12:00
e00399,s0157,ORD,B4,60,options_prompt_shown,2026-08-06 17:12:14
e00400,s0158,ORD,D15,180,delay_detected,2026-08-13 06:48:00
e00401,s0158,ORD,D15,180,options_prompt_shown,2026-08-13 06:48:48
e00402,s0158,ORD,D15,180,options_prompt_dismissed,2026-08-13 06:50:12
e00403,s0159,SEA,C28,150,delay_detected,2026-08-07 23:09:00
e00404,s0159,SEA,C28,150,options_prompt_shown,2026-08-07 23:09:35
e00405,s0159,SEA,C28,150,options_prompt_dismissed,2026-08-07 23:10:13
e00406,s0160,SEA,A12,120,delay_detected,2026-08-02 19:19:00
e00407,s0160,SEA,A12,120,options_prompt_shown,2026-08-02 19:19:07
e00408,s0160,SEA,A12,120,options_prompt_engaged,2026-08-02 19:20:56
e00409,s0160,SEA,A12,120,venue_selected,2026-08-02 19:23:51
e00410,s0161,DIA,D15,120,delay_detected,2026-08-13 01:50:00
e00411,s0161,DIA,D15,120,options_prompt_shown,2026-08-13 01:50:07
e00412,s0162,ORD,C20,90,delay_detected,2026-08-11 22:09:00
e00413,s0163,LAX,A26,180,delay_detected,2026-08-08 13:45:00
e00414,s0163,LAX,A26,180,options_prompt_shown,2026-08-08 13:45:46
e00415,s0163,LAX,A26,180,options_prompt_engaged,2026-08-08 13:46:20
e00416,s0164,LAX,B12,75,delay_detected,2026-08-20 19:18:00
e00417,s0164,LAX,B12,75,options_prompt_shown,2026-08-20 19:18:54
e00418,s0164,LAX,B12,75,options_prompt_dismissed,2026-08-20 19:20:17
e00419,s0166,LAX,C9,150,delay_detected,2026-08-19 10:42:00
e00420,s0168,ORD,C10,150,delay_detected,2026-08-16 03:42:00
e00421,s0168,ORD,C10,150,options_prompt_shown,2026-08-16 03:42:43
e00422,s0168,ORD,C10,150,options_prompt_dismissed,2026-08-16 03:43:57
e00423,s0169,LAX,C27,60,delay_detected,2026-08-15 13:44:00
e00424,s0169,LAX,C27,60,options_prompt_shown,2026-08-15 13:44:52
e00425,s0170,DIA,D17,75,delay_detected,2026-08-01 15:23:00
e00426,s0170,DIA,D17,75,options_prompt_shown,2026-08-01 15:23:18
e00427,s0170,DIA,D17,75,options_prompt_engaged,2026-08-01 15:24:59
e00428,s0170,DIA,D17,75,venue_selected,2026-08-01 15:26:06
e00429,s0171,ORD,A10,180,delay_detected,2026-08-18 01:06:00
e00430,s0171,ORD,A10,180,options_prompt_shown,2026-08-18 01:06:39
e00431,s0172,DIA,C29,180,delay_detected,2026-08-14 10:08:00
e00432,s0172,DIA,C29,180,options_prompt_shown,2026-08-14 10:08:14
e00433,s0172,DIA,C29,180,options_prompt_engaged,2026-08-14 10:10:03
e00434,s0173,SEA,B24,90,delay_detected,2026-08-02 04:26:00
e00435,s0173,SEA,B24,90,options_prompt_shown,2026-08-02 04:26:51
e00436,s0173,SEA,B24,90,options_prompt_engaged,2026-08-02 04:27:50
e00437,s0174,LAX,B18,60,delay_detected,2026-08-07 20:51:00
e00438,s0174,LAX,B18,60,options_prompt_shown,2026-08-07 20:51:58
e00439,s0174,LAX,B18,60,options_prompt_engaged,2026-08-07 20:53:27
e00440,s0175,LAX,D25,75,delay_detected,2026-08-17 20:24:00
e00441,s0175,LAX,D25,75,options_prompt_shown,2026-08-17 20:24:31
e00442,s0176,SEA,B28,75,delay_detected,2026-08-02 08:41:00
e00443,s0176,SEA,B28,75,options_prompt_shown,2026-08-02 08:41:28
e00444,s0176,SEA,B28,75,options_prompt_dismissed,2026-08-02 08:42:37
e00445,s0177,DIA,C3,180,delay_detected,2026-08-04 16:17:00
e00446,s0177,DIA,C3,180,options_prompt_shown,2026-08-04 16:17:37
e00447,s0177,DIA,C3,180,options_prompt_engaged,2026-08-04 16:18:35
e00448,s0177,DIA,C3,180,venue_selected,2026-08-04 16:19:41
e00449,s0177,DIA,C3,180,directions_viewed,2026-08-04 16:19:54
e00450,s0178,LAX,A13,120,delay_detected,2026-08-09 05:15:00
e00451,s0178,LAX,A13,120,options_prompt_shown,2026-08-09 05:15:10
e00452,s0178,LAX,A13,120,options_prompt_dismissed,2026-08-09 05:15:25
e00453,s0180,LAX,B25,150,delay_detected,2026-08-11 06:28:00
e00454,s0180,LAX,B25,150,options_prompt_shown,2026-08-11 06:28:10
e00455,s0180,LAX,B25,150,options_prompt_engaged,2026-08-11 06:28:40
e00456,s0181,SEA,D4,180,delay_detected,2026-08-07 09:15:00
e00457,s0181,SEA,D4,180,options_prompt_shown,2026-08-07 09:15:08
e00458,s0181,SEA,D4,180,options_prompt_engaged,2026-08-07 09:16:32
e00459,s0182,LAX,A4,180,delay_detected,2026-08-20 13:31:00
e00460,s0182,LAX,A4,180,options_prompt_shown,2026-08-20 13:31:06
e00461,s0182,LAX,A4,180,options_prompt_dismissed,2026-08-20 13:31:27
e00462,s0183,ATL,D1,120,delay_detected,2026-08-08 18:15:00
e00463,s0183,ATL,D1,120,options_prompt_shown,2026-08-08 18:15:16
e00464,s0183,ATL,D1,120,options_prompt_dismissed,2026-08-08 18:16:05
e00465,s0184,DIA,A13,180,delay_detected,2026-08-11 06:02:00
e00466,s0184,DIA,A13,180,options_prompt_shown,2026-08-11 06:02:28
e00467,s0184,DIA,A13,180,options_prompt_engaged,2026-08-11 06:02:33
e00468,s0184,DIA,A13,180,venue_selected,2026-08-11 06:03:00
e00469,s0184,DIA,A13,180,directions_viewed,2026-08-11 06:03:05
e00470,s0185,ATL,B2,75,delay_detected,2026-08-12 21:21:00
e00471,s0185,ATL,B2,75,options_prompt_shown,2026-08-12 21:21:16
e00472,s0186,LAX,B26,60,delay_detected,2026-08-02 14:45:00
e00473,s0186,LAX,B26,60,options_prompt_shown,2026-08-02 14:45:34
e00474,s0186,LAX,B26,60,options_prompt_engaged,2026-08-02 14:46:02
e00475,s0186,LAX,B26,60,venue_selected,2026-08-02 14:47:03
e00476,s0187,ATL,C17,90,delay_detected,2026-08-18 15:34:00
e00477,s0187,ATL,C17,90,options_prompt_shown,2026-08-18 15:34:07
e00478,s0187,ATL,C17,90,options_prompt_dismissed,2026-08-18 15:34:55
e00479,s0189,LAX,D24,90,delay_detected,2026-08-20 08:24:00
e00480,s0189,LAX,D24,90,options_prompt_shown,2026-08-20 08:24:16
e00481,s0189,LAX,D24,90,options_prompt_dismissed,2026-08-20 08:25:25
e00482,s0190,ATL,A24,90,delay_detected,2026-08-02 22:27:00
e00483,s0190,ATL,A24,90,options_prompt_shown,2026-08-02 22:27:57
e00484,s0190,ATL,A24,90,options_prompt_engaged,2026-08-02 22:28:37
e00485,s0190,ATL,A24,90,venue_selected,2026-08-02 22:29:07
e00486,s0190,ATL,A24,90,directions_viewed,2026-08-02 22:29:18
e00487,s0191,SEA,D6,150,delay_detected,2026-08-10 17:22:00
e00488,s0191,SEA,D6,150,options_prompt_shown,2026-08-10 17:22:51
e00489,s0191,SEA,D6,150,options_prompt_dismissed,2026-08-10 17:23:49
e00490,s0192,ATL,A3,150,delay_detected,2026-08-14 20:25:00
e00491,s0192,ATL,A3,150,options_prompt_shown,2026-08-14 20:25:56
e00492,s0192,ATL,A3,150,options_prompt_dismissed,2026-08-14 20:26:02
e00493,s0193,ORD,D2,60,delay_detected,2026-08-02 16:15:00
e00494,s0193,ORD,D2,60,options_prompt_shown,2026-08-02 16:15:28
e00495,s0193,ORD,D2,60,options_prompt_engaged,2026-08-02 16:16:43
e00496,s0193,ORD,D2,60,venue_selected,2026-08-02 16:17:32
e00497,s0193,ORD,D2,60,directions_viewed,2026-08-02 16:17:45
e00498,s0194,DIA,B17,75,delay_detected,2026-08-09 17:20:00
e00499,s0194,DIA,B17,75,options_prompt_shown,2026-08-09 17:20:20
e00500,s0194,DIA,B17,75,options_prompt_dismissed,2026-08-09 17:20:46
e00501,s0195,LAX,D30,120,delay_detected,2026-08-03 18:16:00
e00502,s0195,LAX,D30,120,options_prompt_shown,2026-08-03 18:16:50
e00503,s0197,DIA,D6,150,delay_detected,2026-08-10 17:05:00
e00504,s0197,DIA,D6,150,options_prompt_shown,2026-08-10 17:05:59
e00505,s0198,DIA,C29,75,delay_detected,2026-08-19 09:10:00
e00506,s0198,DIA,C29,75,options_prompt_shown,2026-08-19 09:10:49
e00507,s0199,SEA,B4,60,delay_detected,2026-08-18 03:08:00
e00508,s0199,SEA,B4,60,options_prompt_shown,2026-08-18 03:08:36
e00509,s0199,SEA,B4,60,options_prompt_engaged,2026-08-18 03:09:49
e00510,s0201,LAX,D17,90,delay_detected,2026-08-17 15:26:00
e00511,s0201,LAX,D17,90,options_prompt_shown,2026-08-17 15:26:09
e00512,s0201,LAX,D17,90,options_prompt_engaged,2026-08-17 15:26:52
e00513,s0202,LAX,D22,120,delay_detected,2026-08-08 14:08:00
e00514,s0202,LAX,D22,120,options_prompt_shown,2026-08-08 14:08:54
e00515,s0202,LAX,D22,120,options_prompt_dismissed,2026-08-08 14:09:13
e00516,s0204,ATL,B6,75,delay_detected,2026-08-21 04:45:00
e00517,s0204,ATL,B6,75,options_prompt_shown,2026-08-21 04:45:38
e00518,s0205,ATL,B21,120,delay_detected,2026-08-07 02:08:00
e00519,s0205,ATL,B21,120,options_prompt_shown,2026-08-07 02:08:44
e00520,s0205,ATL,B21,120,options_prompt_dismissed,2026-08-07 02:09:08
e00521,s0206,SEA,B6,150,delay_detected,2026-08-14 13:46:00
e00522,s0206,SEA,B6,150,options_prompt_shown,2026-08-14 13:46:26
e00523,s0206,SEA,B6,150,options_prompt_dismissed,2026-08-14 13:46:32
e00524,s0207,DIA,A21,180,delay_detected,2026-08-13 13:16:00
e00525,s0207,DIA,A21,180,options_prompt_shown,2026-08-13 13:16:54
e00526,s0208,DIA,D29,150,delay_detected,2026-08-12 21:18:00
e00527,s0208,DIA,D29,150,options_prompt_shown,2026-08-12 21:18:24
e00528,s0210,ORD,D14,90,delay_detected,2026-08-11 03:13:00
e00529,s0210,ORD,D14,90,options_prompt_shown,2026-08-11 03:13:14
e00530,s0210,ORD,D14,90,options_prompt_engaged,2026-08-11 03:14:48
e00531,s0210,ORD,D14,90,venue_selected,2026-08-11 03:16:26
e00532,s0211,ORD,C17,120,delay_detected,2026-08-03 12:20:00
e00533,s0211,ORD,C17,120,options_prompt_shown,2026-08-03 12:20:12
e00534,s0211,ORD,C17,120,options_prompt_engaged,2026-08-03 12:20:46
e00535,s0211,ORD,C17,120,venue_selected,2026-08-03 12:21:08
e00536,s0211,ORD,C17,120,directions_viewed,2026-08-03 12:21:22
e00537,s0212,LAX,B28,60,delay_detected,2026-08-18 14:20:00
e00538,s0213,ATL,B25,60,delay_detected,2026-08-11 21:32:00
e00539,s0213,ATL,B25,60,options_prompt_shown,2026-08-11 21:32:24
e00540,s0213,ATL,B25,60,options_prompt_dismissed,2026-08-11 21:33:17
e00541,s0214,SEA,D8,60,delay_detected,2026-08-13 16:22:00
e00542,s0214,SEA,D8,60,options_prompt_shown,2026-08-13 16:22:23
e00543,s0216,LAX,B29,75,delay_detected,2026-08-16 18:23:00
e00544,s0216,LAX,B29,75,options_prompt_shown,2026-08-16 18:23:28
e00545,s0216,LAX,B29,75,options_prompt_engaged,2026-08-16 18:23:37
e00546,s0217,ORD,C18,75,delay_detected,2026-08-02 19:24:00
e00547,s0217,ORD,C18,75,options_prompt_shown,2026-08-02 19:24:53
e00548,s0219,ATL,C25,60,delay_detected,2026-08-05 11:38:00
e00549,s0219,ATL,C25,60,options_prompt_shown,2026-08-05 11:38:37
e00550,s0219,ATL,C25,60,options_prompt_engaged,2026-08-05 11:38:44
e00551,s0219,ATL,C25,60,venue_selected,2026-08-05 11:40:19
e00552,s0219,ATL,C25,60,directions_viewed,2026-08-05 11:40:37
